guid	document	keywords
tag:reuters.com,2019:newsml_L3N26Z1TR	"HONG KONG, Oct 14 (Reuters) - South Korea coach Paulo Bento has told his players to be wary of a counter-attacking North Korean side ahead of Tuesday's historic meeting in Pyongyang in 2022 World Cup qualifying. The two Koreas are still technically at war after the 1950-53 Korean war ended with a truce rather than a peace treaty. Their national football teams have faced off before in World Cup qualifying, with their last meeting coming in 2009, but Tuesday's game will be the first time the countries will have met in the competition in Pyongyang. It will also mark the first time the men's national teams have played in the North's capital since a friendly in October 1990. ""North Korea are a physical and aggressive team, and they can be especially dangerous on counter-attacks,"" Yonhap news agency quoted Bento as saying. ""But North Korea also have holes that we can exploit, and I think we're prepared to do just that."" Both teams have won their opening two games in the second round of qualifying for the World Cup in Qatar, with South Korea notching up an 8-0 win over Sri Lanka on Thursday having already defeated Turkmenistan. North Korea, meanwhile, beat Lebanon in Pyongyang in their opening game of the campaign before securing a narrow victory over the Sri Lankans to stand level on six points with their neighbours. ""Our players are well prepared, and the team atmosphere is great,"" said the coach. ""Above all, our players are in great physical condition. The most important thing for us is to have everyone healthy before going on the road."" Fans in South Korea will not be able to watch Tuesday's game, however, after broadcasters failed to agree a deal with North Korean authorities to show the match live. This is the second World Cup qualifying campaign in the last decade that the two nations have been drawn to face one another. South and North Korea met in the third and fourth rounds of qualifying for the 2010 World Cup, with the two games due to be played in North Korea relocated to Shanghai. Across their four meetings in 2008 and 2009, three were drawn - including both games played at Shanghai's Hongkou Stadium - with South Korea winning the second meeting in Seoul 1-0 as both nations qualified for the Finals in South Africa. That remains the only time both countries have progressed to the finals of the same World Cup. (Reporting by Michael Church, Editing   Peter Rutherford)"	korea: 0.330424303253161; qualify: 0.31789918259634525; north_korea: 0.2794564984874849; world_cup: 0.2623239268577995; north: 0.25570134470569195; cup: 0.24191606945112584; game: 0.21450207521519093; pyongyang: 0.179970120309352; team: 0.15981334044105747; pron: 0.1560585637238915
tag:reuters.com,2019:newsml_L3N26Y06P	"(Updates with announcement from prime minister's office) By Hyonhee Shin SEOUL, Oct 13 (Reuters) - South Korea's prime minister plans to visit Japan next week in what would be the highest-level trip since Japan imposed export curbs in a deepening trade and diplomatic row, officials said on Sunday. Lee Nak-yon, whose trip is scheduled for Oct. 22-24, will attend Japanese Emperor Naruhito's enthronement ceremony, Lee's office said in a statement. Lee is expected to take part in a banquet hosted by Prime Minister Shinzo Abe on Thursday, and hold separate talks with him, which would mark the highest-level dialogue since tension flared up last year over the issue of Japan's wartime use of South Korean forced labour, officials said. ""We hope his visit would help, as both sides share understanding that we continue dialogue to improve relations,"" a government official said on condition of anonymity due to the sensitivity of the ties. Relations between the neighbours are arguably at their lowest ebb since they normalised ties in 1965, after South Korea's Supreme Court last year ordered two Japanese companies to compensate some wartime labourers. Japan says the issue was settled under a 1965 treaty that normalised ties. The dispute has since spilled over into trade and security, with Japan slapping export curbs and South Korea scrapping a bilateral intelligence-sharing pact. Abe and Lee, a former journalist with a stint as Japan correspondent, have built a rapport since their days as politicians and last met during an international forum in Russia in September 2018. (Reporting by Hyonhee Shin Editing by Shri Navaratnam)"	japan: 0.2983982935433523; lee: 0.2703253307834657; south_korea: 0.1662026543260488; korea: 0.1662026543260488; normalise_tie: 0.15990254783139465; export_curb: 0.15990254783139465; since: 0.1573659746423621; tie: 0.15599114947096984; hyonhee_shin: 0.15309487792800866; shin: 0.15309487792800866
tag:reuters.com,2019:newsml_L3N26Y034	"SEOUL, Oct 13 (Reuters) - South Korea's prime minister plans to visit Japan next week in what would be the highest-level trip since Japan imposed export curbs in a deepening trade and diplomatic row, the Yonhap news agency reported on Sunday. Lee Nak-yon, whose trip is scheduled for Oct. 22-24, will attend Japanese Emperor Naruhito's enthronement ceremony on behalf of President Moon Jae-in, Yonhap said, citing presidential officials. Lee is likely to hold talks with Prime Minister Shinzo Abe, which would mark the highest-level dialogue since tension flared up last year over the issue of Japan's wartime use of South Korean forced labour, Yonhap said. ""We hope his visit would help improve relations,"" an unidentified presidential official was quoted as saying by Yonhap. Moon's office did not immediately respond to a request for comment. Relations between the neighbours are arguably at their lowest ebb since they normalised ties in 1965, after South Korea's Supreme Court last year ordered two Japanese companies to compensate some wartime labourers. Japan says the issue was settled under a 1965 treaty that normalised ties. The dispute has since spilled over into trade and security, with Japan slapping export curbs and South Korea scrapping a bilateral intelligence-sharing pact. (Reporting by Hyonhee Shin Editing by Shri Navaratnam)"	yonhap: 0.34512058403491236; japan: 0.268349365335763; south_korea: 0.17935910936716415; korea: 0.17935910936716415; normalise_tie: 0.17256029201745618; export_curb: 0.17256029201745618; 1965: 0.15921115719701842; south: 0.15572200309784923; normalise: 0.1541360516786238; lee: 0.1458620223765806
tag:reuters.com,2019:newsml_L3N26X042	"* Xi and Modi hold six hours of candid talks * Trade group to tackle India's huge deficit * China, Pakistan irked by Indian move on Kashmir * Xi headed to Nepal afterward to pursue Belt and Road (Recasts with trade group, quotes) By Sanjeev Miglani MAMALLAPURAM, India,  Oct 12 (Reuters) - Chinese President Xi Jinping and Indian Prime Minister Narendra Modi agreed at a summit on Saturday to set up a high-level group to tackle India's galloping trade deficit with the world's second-biggest economy, a top Indian diplomat said. Xi and Modi held nearly six hours of talks in an Indian seaside town in their second annual summit designed to break through decades of distrust over border disputes, trade rows and China's close military ties with India's arch rival, Pakistan. Relations were ruffled further in August when India revoked the special status of the Himalayan territory of Kashmir, angering both Pakistan, which claims the region, and its all-weather ally China. But the question of Kashmir was not discussed during Saturday's summit and instead issues of trade and investment were taken up, Indian Foreign Secretary Vijay Gokhale said. China, embroiled in a bruising trade war with the United States, was quite appreciative of the imbalance in its own trade with India and willing to address it, Gokhale told reporters. ""There was a good conversation on trade, an issue of concern; President Xi said China is ready to take sincere action in this regard and discuss in a concrete way how to reduce the deficit,"" he said. Bilateral trade between China and India reached $95.54 billion in 2018, with the trade deficit at $53 billion in China’s favour, the biggest India has with any country. ""One of the understandings the two leaders reached was that a new mechanism will be established to discuss trade, investment and services,"" Gokhale said. The high-level group will be led by Indian Finance Minister Nirmala Sitharaman and Chinese Vice Premier Hu Chunhua. Indian generic drugmakers have long sought greater market access to China, as have India's IT services. Xi said both were welcome. China, for its part, has been urging India to take an independent decision on telecom equipment maker Huawei’s bid for India’s proposed 3G network and not be swayed by U.S. pressure. The United States has asked its allies not to use Huawei equipment, which it says China could exploit for espionage. Beijing denies this accusation. In his opening remarks, Xi said he had a free and frank discussion with Modi and would pursue proposals the two leaders discussed to improve bilateral ties. ""Yesterday and today we have engaged in candid discussions and as friends,"" Xi said. ""I look forward to further discussions, I may follow up on proposals discussed yesterday."" Xi did not elaborate.  PERSONAL WARMTH In Mamallapuram in southern India, Modi took Xi on a personal tour of temple monuments dating back to the seventh and eighth centuries when Indian kingdoms cultivated trade ties with Chinese provinces. Modi noted in his opening remarks that he and Xi had agreed at a previous summit to manage their differences prudently and not let them snowball into disputes. India and China share a 3,500-km (2,200-mile) border, over which they went to war in 1962. The course of the frontier remains unresolved despite more than 20 rounds of talks. Xi also suggested the two sides expand cooperation in the military sector to boost trust. Xi headed to Nepal later on Saturday where he is expected to push for further Chinese involvement in developing its infrastructure as part of Beijing's signature Belt and Road Initiative to boost trade and transport links across Asia. India has refused to join the BRI because a part of it runs through Pakistan-controlled Kashmir, which India claims as its territory. It has also said that the infrastructure projects must be tailored for the benefit of the host country and not drive them into debt, which has occurred in the case of the small island nations of Sri Lanka and Maldives.  (Additional reporting by Zeba Siddique in New Delhi Editing by Paul Tait, Shri Navaratnam, Mark Heinrich and Frances Kerry)"	xi: 0.40912056688667; india: 0.32140170409724134; trade: 0.2615707640821141; china: 0.23397585593351763; pron: 0.19489562091950577; indian: 0.19392831193494317; modi: 0.19233326487699126; deficit: 0.17450131057553456; kashmir: 0.17450131057553456; gokhale: 0.14047366060725636
tag:reuters.com,2019:newsml_L5N26W34A	"By Umberto Bacchi COPENHAGEN, Oct 11 (Thomson Reuters Foundation) - Young activists demonstrating across the world are driving cities to step up action on climate change, not least because politicians keep coming face-to-face with them while going about their business, mayors at a climate conference heard Friday. As activists from Swedish teenager Greta Thunberg to ""Extinction Rebellion"" movement protesters take an increasingly visible stand on climate change, officials feel growing pressure to respond, mayors gathered in Copenhagen said. ""If you want to walk the streets of some of the biggest cities in Poland, you've got to do something about climate change,"" Warsaw's mayor, Rafal Trzaskowski, told the C40 summit of mayors committed to action on climate change. ""The pressure especially from young people is just enormous,"" he said. ""They are fed up with declarations, with goals and priorities ... they want to see results"". Leaders of more than 90 cities representing more than 700 million people and a quarter of the global economy met in the Danish capital this week to push for faster action to stem climate threats. The gathering came as Extinction Rebellion climate change activists took to the streets from London to New Zealand for two weeks of peaceful civil disobedience. ""Mayors are on the frontline now,"" former U.S. vice president Al Gore told the conference. ""You do not have the luxury of just going away and reading reports about what is going on. You run into your constituents every single day."" On Thursday Extinction Rebellion protesters attempted to shut down London City Airport, with one protester laying on top of a plane. On Friday they blocked the headquarters of the BBC, Britain's public service broadcaster.. Earlier this week, French members of the movement blocked a street and bridge in Paris' Chatelet district. The city's mayor, Anne Hidalgo, said she shared their concern. ""We are facing threats of climate breakdown – the response that we're seeing from Extinction Rebellion and young climate strikers around the globe should come as no surprise,"" she said. In Copenhagen, city leaders unveiled a series of pledges and measures to cut planet warming emissions, from reducing meat consumption to tackling air pollution with cheap bus fares and vehicle bans. But delegates at the summit opening Wednesday were met by demonstrators from Klima Aktion DK, a local climate action group, armed with fake binoculars made from toilet rolls. ""Our message to the C40 Mayors is: The people are watching you! We want to see action!"" the group wrote on Facebook.  EMPTY WORDS Cities are vital to limit global warming as they account for about three-quarters of carbon emissions and consume more than two-thirds of global energy, according to the United Nations. Wider use of existing clean technologies - such as electric buses - could deliver more than half the cuts needed to keep global temperature rise to below 2 degrees Celsius (3.6 degrees Fahrenheit) above pre-industrial times, the U.N. says. World leaders agreed in the 2015 Paris Agreement to hold temperate hikes to ""well below"" 2 degrees Celsius. ""Cities are where the climate battle will largely be won or lost,"" U.N. Secretary-General Antonio Guterres told the Copenhagen summit. Youth activists invited to the meeting to discuss possible climate measures demanded a bigger seat at the table and called for stronger action. ""We should be a part of the decision process when decisions regarding our future are being taken,"" said Selma Norgard, a young Danish climate activist. Luisa Neubauer, a founder of the German branch of Fridays for Future, the movement started by Thunberg, said her 10 months of activism on climate change had taught her to distrust politicians. ""We have become experts in listening to empty words and to hearing empty promises over and over again. That is painful,"" she said. ""We just ask to grow old on a planet that can provide livelihoods for all of us, no matter where we are born"". Hilda Nakabuye, the founder of Fridays for Future in Uganda, said her family had been forced to sell of its land and livestock as heavy rains, high winds and dry spells linked to climate change had wiped away crops and made the soil barren. ""Your beds might be comfortable right now but not for long. You'll soon feel the same heat that we feel every day,"" she warned.  NO MAGIC WAND Many mayors in attendance said they were inspired by the resolve shown by young activists - and somewhat surprised by the rapid growth of their movement. Milan's mayor, Giuseppe Sala, said the city council was planning to consult young people in climate matters. But translating ideas into concrete action was not always easy, as not everybody agrees on what should be done, said the mayor of Lisbon, Fernando Medina. Even simple measures such as creating more cycle lanes often face opposition from residents and politicians when, for example, they encroach on parking spaces, he said. ""I don't have a magic wand,"" he said. ""But I can tell (young people) that I can work every day to make things happen more quickly"". Others lamented that cities alone could not solve the climate crisis. ""Cities are leading the change, but countries need to do their part too,"" said the mayor of Barcelona, Ada Colau. At least 70 countries announced plans at a U.N. climate action summit last month to boost their effors to cut emissions, but most major economies, including the United States and China, failed to announce stronger new measures. The world is now at a crossroads between ""extinction or opportunity"", said U.S. Rep. Alexandria Ocasio-Cortez, a Democratic member of Congress. ""Every decision we make between now and (within) our children's lifetimes will determine how human life will fare, whether we'll suffer greatly or build together,"" she told the summit. (Reporting by Umberto Bacchi @UmbertoBacchi, Editing by Laurie Goering. Please credit the Thomson Reuters Foundation, the charitable arm of Thomson Reuters, that covers humanitarian news, women's and LGBT+ rights, human trafficking, property rights, and climate change. Visit http://news.trust.org)"	pron: 0.3679492984827558; climate: 0.2684186704252021; mayor: 0.2580333260377469; extinction: 0.21649342405777722; rebellion: 0.1731947392462218; copenhagen: 0.16136143700856445; action: 0.1608895637031314; city: 0.1576401700474407; young: 0.1440745376758108; summit: 0.1307137430946311
tag:reuters.com,2019:newsml_L5N26W4KB	"By Nellie Peyton DAKAR, Oct 11 (Thomson Reuters Foundation) - Nigeria's president called for stricter laws against sexual abuse on Friday after a documentary showed a university lecturer propositioning a reporter posing as an underage student. The BBC film used an undercover reporter to expose sexual harassment at two universities in Nigeria and Ghana, sparking debate on social media about the problem of ""sex for grades"". ""Nigeria needs stricter laws to protect girls and women from abuse,"" said President Muhammadu Buhari in a tweet. ""I acknowledge that we need to do more as a country to address incidents of sexual violence and sexual abuse in our schools; and all forms of discrimination, human trafficking and cultural practices that violate women's rights,"" he added. Buhari said he welcomed amendments proposed by the National Assembly to address these issues, without giving details, and urged police and schools to take harassment cases seriously. A bill aiming to tackle violence against women and gender discrimination was also introduced in 2016, but did not pass the Senate. Nigeria, Africa's most populous country, has one of the world's lowest rates of female participation in politics and just 6% of its lawmakers are women, according to the Inter-Parliamentary Union. Buhari has previously been criticized by women's rights activists for saying that his wife ""belongs in the kitchen"". The country saw protests by women earlier this year when a popular pastor was accused of rape, prompting a social media movement inspired by the #MeToo campaign that started in Hollywood. Nigerian actors have said sexual abuse is rife in Nollywood, the country's film industry, and that there are no effective laws to curb it. ""The practice of shaming and silencing victims must also be discouraged by all,"" Buhari said on Twitter. (Reporting by Nellie Peyton, Editing by Claire Cozens. Please credit the Thomson Reuters Foundation, the charitable arm of Thomson Reuters, that covers humanitarian news, women's and LGBT+ rights, human trafficking, property rights, and climate change. Visit http://news.trust.org)"	buhari: 0.3435331995978454; nigeria: 0.2564655797246262; sexual: 0.23845521578024215; sexual_abuse: 0.21786840974289756; abuse: 0.19505411459319408; woman: 0.16380635545718486; strict: 0.15170424284756565; nellie_peyton: 0.13996851635493937; peyton: 0.13996851635493937; nellie: 0.13996851635493937
tag:reuters.com,2019:newsml_L5N26W3C1	"By Kate Kelland LONDON, Oct 11 (Reuters) - Measles is staging a devastating comeback in epidemics across the world as the virus exploits dangerous gaps in vaccination coverage, World Health Organization (WHO) experts said on Friday. Speaking after a two-day meeting of the Strategic Advisory Group of Experts (SAGE) on Immunization, Kate O'Brien, the WHO's department director, said the world ""is facing an alarming upsurge in measles cases in all regions"". ""The impact of these outbreaks is really devastating,"" she said, ""causing not only widespread loss of life, but also preventable disability that is affecting family livelihoods and national economies, and straining healthcare systems."" Latest WHO global data show that reported cases of measles - which is one of the world's most contagious diseases - rose by 300 percent globally in the first three months of this year compared to the same period in 2018. This follows consecutive increases over the past two years. There is no specific antiviral treatment for measles, but it can be prevented with two doses of vaccine. The vast majority of cases of infection are in unvaccinated or under-vaccinated people. Outbreaks of the disease are causing tens of thousands of infections and thousands of deaths the Democratic Republic of the Congo, Madagascar, the Philippines, Sudan, Thailand and Ukraine, among other countries, the WHO said. The SAGE experts said such outbreaks were clear indications of critical gaps in vaccination coverage and urged authorities to do more to raise rates of immunisation. Alejandro Cravioto, the group's chair, told reporters on a teleconference from the WHO's Geneva headquarters that this was ""an alarming situation"". He said latest global figures show about 86% coverage with a first measles vaccine dose and less than 70% for a second dose, ""which is one of the root causes of the problem"". ""The strategy needs to be reinforced,"" he said. ""There is no reason why we cannot try to reach every child to enable them to be fully immunised and protected against this disease."" (Editing by William Maclean)"	dose: 0.2788399077455668; measle: 0.2788399077455668; coverage: 0.2788399077455668; outbreak: 0.19089055415394207; alarming: 0.18589327183037782; sage: 0.18589327183037782; vaccination: 0.18589327183037782; measles: 0.18589327183037782; disease: 0.1782857797263532; infection: 0.17319235909428937
tag:reuters.com,2019:newsml_L5N26T549	"By Nellie Peyton DAKAR, Oct 10 (Thomson Reuters Foundation) - Propelled to fashion fame by Beyonce, an African clothing designer plans to expand production in Senegal and train local tailors to translate her brand's success into jobs, she said. Sarah Diouf's Tongoro designs gained an international following after the superstar wore her patterned dresses and wide-leg pants on vacation in Italy last year, causing sales to nearly triple. The 31-year-old was then asked to make a custom design for Beyonce, who wore a Tongoro suit and dressed her dancers in its jewellery in her ""Spirit"" music video for ""The Lion King"" film. R&B singer Alicia Keys and British model Naomi Campbell have also been spotted in Tongoro, whose pieces are sold online for about 200 euros ($220). But rising demand for ""Made in Africa"" fashion has not yet benefited many people at home, said Diouf, who employs only seven tailors so far. With more local training and online sales, she thinks Senegal's nascent clothing industry can grow. ""We have so much talent, but I think we just need a little bit more structure to take it to the next level,"" said Diouf in an interview in the Senegalese capital, Dakar. ""For me, the Beyonce storyline is opening the conversation and opening doors."" Diouf started her brand in 2016 after going back and forth between Dakar and Paris and realising that her friends in France were eager to buy the clothes she had made in Senegal. Dakar is known for its vibrant fashion scene but most tailors are self-taught, work on street corners and have no way to reach a wider customer base. After Tongoro was featured in Elle and Vogue magazines, Diouf recognised its potential to sell worldwide. She plans to scale up next year and eventually open a production facility with 100 to 150 tailors. ""I feel like, for so long, everything that comes from Africa has been associated with bad quality,"" she said. ""It was important for me to push that narrative forward, to say, you can actually buy something from Africa that is not cliche ... but something that can be modern and youthful."" The challenges are big. Senegalese tailors are not used to producing en masse, and selling clothes online is a relatively new idea for locals, said Diouf. If more African businesses embraced e-commerce it could be a game-changer for expanding their reach, she said. ""In Dakar there are more and more emerging brands,"" said Diouf. ""I think with the new generation, especially because we're more keen on digital, things are slowly changing."" Her biggest markets are currently Nigeria, South Africa and Ghana but she hopes to lower prices as the company grows and become an African version of Zara, the giant Spanish chain. ""To scale, I will have to invest in training. I think this is the next challenge for 'Made in Africa',"" she said. ""We have a lot of artisans with great skills and talent, but when it comes to scale we cannot afford to have one item not looking alike."" Other West African designers have recognised the same need. Sophie Sy, who recently launched the Senegalese brand BAAX, plans to open a tailoring school in Dakar next year. Diouf said she hopes the attention on her brand will lead to more respect for and investment in other African businesses too. ""It's very important for me to create an ecosystem where everyone can benefit from what I do,"" she said. ($1 = 0.9072 euros) (Reporting by Nellie Peyton; Editing by Katy Migiro. Please credit the Thomson Reuters Foundation, the charitable arm of Thomson Reuters, that covers humanitarian news, women's and LGBT+ rights, human trafficking, property rights, and climate change. Visit http://news.trust.org)"	diouf: 0.4041842821742856; pron: 0.36800686341622707; tailor: 0.2824266929459027; dakar: 0.2677316365779923; tongoro: 0.2020921410871428; brand: 0.17293740839583374; senegalese: 0.15156910581535712; beyonce: 0.15156910581535712; african: 0.13734049711210655; senegal: 0.13386581828899616
tag:reuters.com,2019:newsml_L8N1XU098	"By Rina Chandran MUMBAI, Oct 11 (Thomson Reuters Foundation) - A ttic.Caramel.Truth is not a crossword puzzle. It is the address of India's most famous monument - the Taj Mahal - on a mapping app that aims to help millions of slum dwellers, rural residents, refugees and those in need of emergency aid. As smartphones become a common sight in developing nations and mapping technologies get more advanced, apps such as What3Words, CitoCode and Google's Plus Code are making it possible to locate even the world's most remote areas on a map. But it is particularly useful in a country like India, where more than a quarter of the urban population lives in informal settlements which may lack street names and house numbers, said Giles Rhys Jones, chief marketing officer at What3Words. ""The lack of a formal address can be very limiting - from difficulty in receiving post to being unable to open a bank account or vote,"" he told the Thomson Reuters Foundation by phone from London. ""Having a uniform system is a potentially radical shift, as it enables digitisation of databases of addresses, land administration geoportals, and accurate disaster and emergency service responses,"" he said on Friday. What3Words divides the Earth into 3 metre x 3 metre squares and assigns each box a unique three-word address. It is available as a mobile app in 36 languages, including five Indian languages introduced earlier this year, with plans for more. The International Committee of the Red Cross in the Philippines uses the system in disaster zones where buildings may be flattened and roads washed away. In Mongolia, home to a large nomadic population, it is used in government documents and is recognised by many banks. In a pilot for postal services in three Indian states last year, What3Words was faster than traditional sorting methods, Jones said, adding that it would take less than five days to provide everyone in the country a three-word address. More than a billion people live in slums and informal settlements, according to the United Nations, and they are often denied government documentation and benefits because they lack a formal address. ""Accurate identification of a housing unit enables inhabitants to demand, access and pay for services such as electricity and water easily,"" said Vikram Jain, director of social consultancy FSG in Mumbai. ""Rights can be accessed when an individual can be linked to a property accurately, which allows the individual to use, transfer and inherit rights confidently,"" he said. For slum dwellers in the Indian city of Kolkata, Dublin-based non-profit Addressing the Unaddressed uses GPS navigation system coordinates to create a 10-character word code that can then be located on Google maps. ""It has the potential to help a large number of people around the world,"" said Google spokesman Dusan Farrington, referring to Plus Code. ""Our goal is that everyone, regardless of who they are or where they live, can be found on Google maps."" (Reporting by Rina Chandran @rinachandran. Editing by Michael Taylor. Please credit the Thomson Reuters Foundation, the charitable arm of Thomson Reuters, that covers humanitarian news, women's and LGBT+ rights, human trafficking, property rights, and climate change. Visit http://news.trust.org)"	what3word: 0.2808453313921988; google: 0.26165694436114517; address: 0.23739032090884662; pron: 0.19482486968521245; map: 0.16142985210553695; slum: 0.1572493447782625; code: 0.1535097535437664; app: 0.14156724719910865; accurate: 0.1404226656960994; plus: 0.1404226656960994
tag:reuters.com,2019:newsml_KBN1WP2K6	"By Veronica G Cardenas GATEWAY BRIDGE, U.S.-Mexico border (Reuters) - Migrants seeking asylum in the United States who are camped in a dangerous Mexican border town occupied a bridge to Brownsville, Texas on Thursday, leading U.S. authorities to close the crossing, witnesses and authorities said.  Hundreds of the migrants have been sleeping for weeks on the end of the bridge in Matamoros, Mexico, a city known for gang violence and for cartels that control human trafficking. Many of those living in tents or on the sidewalk in a plaza abutting the bridge are awaiting court dates for hearings in the United States weeks or months later under a U.S. policy called the Migrant Protection Protocols (MPP). Video shot by a Reuters photographer showed men, women and children, some lying on blankets, midway across the bridge over the Rio Grande. Dozens of U.S. border agents stood behind a gate topped with razor wire, which blocked the path into the United States. Some migrants said they were trying to cross as a group into the United States, and were frustrated that court dates kept being pushed backwards, leaving them uncertain of how long they would be stuck in Mexico. ""We want to argue to cross over - we didn't ask to be in Mexico, they sent us here unjustly,"" said a man who declined to give his name. He said he had a court date in the United States. Matamoros mayor Mario Lopez and a Mexican migration official pleaded with asylum-seekers to clear the blockage.  A Honduran man responded by indicating the lumps and rash on the throat of his young daughter, which he attributed to unhygienic conditions in the camp. He said Mexican officials encouraged those in the camp to take a government paid-for bus back to the border with Guatemala, instead of pursuing their U.S. asylum claims. He said this was not a safe option for his family. ""I'd have to go back to Honduras. And you know the news there. If we go back to Honduras, in one day, in 24 hours, we're dead."" Tens of thousands of Hondurans have fled gang violence and criminality in the country, whose murder rate ranks among the world’s highest. Elias Rodriguez, public affairs liaison for U.S. Customs and Border Protection in Brownsville, wrote in a statement that traffic on the Gateway bridge between the two cities remained closed in both directions and that Thursday's MPP immigration court hearings were being rescheduled. Rodriguez separately told Reuters there had been no violence. More than 51,000 migrants, mostly asylum seekers, have been returned to Mexico under MPP. At least 8,000 have been sent to Matamoros, a border city in crime-wracked Taumaulipas state, since the policy was expanded in July from other parts of the U.S.-Mexico border. Their sense of uncertainty comes amid news of shifting U.S. policies. The U.S. Supreme Court issued a decision last month that would allow the U.S. government to deny asylum to people who have passed through a third country, such as Mexico, and not requested refuge there first.   (Additional reporting by Delphine Schrank in Mexico City, Editing by Frank Jack Daniel and Paul Simao and David Gregorio)"	mexico: 0.297668773704059; bridge: 0.28672959439743084; pron: 0.23312958290562222; asylum: 0.21910909766104225; border: 0.20208034016066564; migrant: 0.16269764232835135; court_date: 0.1623851975891378; mpp: 0.1623851975891378; matamoros: 0.1623851975891378; court: 0.1366253472156826
tag:reuters.com,2019:newsml_L5N26V751	"(Updates Oct 9 story with fresh headline) By Noah Browning LONDON, Oct 9 (Reuters) - The U.S. military has conducted an aerial survey of Greenland to assess the vast arctic island's mineral potential as part of an agreement between the two governments, a top U.S. diplomat said on Wednesday. The memorandum of understanding for cooperating on developing the mineral sector there was inked in June before a diplomatic flap between the United States and Denmark, to which Greenland is linked as an autonomous territory. U.S. President Donald Trump called off a visit to Denmark scheduled for early September after the country's prime minister rebuffed his idea of purchasing Greenland. Frank Fannon, the U.S. assistant secretary of state for energy resources, told reporters at a gathering at London's Chatham House that the process was ""quite costly and technology intensive"" and so Greenland had sought U.S. assistance. ""We had the navy there to shoot a hyperspectral survey, to basically use overflight technology to better understand the resource endowment."" ""That creates data room where the U.S. Geological Survey would be brought in to help interpret the data and share with the Greenlanders what the potential resource endowment might be."" According to a press release by Greenland's government, the aerial mapping would be jointly funded and involves surveying around 3,000 square kilometres in the territory's southwestern Gardar province. The data gathered would measure the reflection of sunlight, including infrared light invisible to the naked eye, to better understand the geology of the terrain and its mineral content. Fannon added that the United States planned to help Greenland, armed with the data, to develop a regulatory structure to exploit mineral finds and market future tenders. Asked if relations with Greenland or Denmark had deteriorated since Trump's offer to buy the territory, Fannon responded: ""I've only seen the strongest relationship with Greenland as well as with Denmark ... It's a very positive relationship."" Greenland is gaining attention as global superpowers including China, Russia and the United States look toward the Arctic region for mineral resources and strategic waterways. A defence treaty between NATO allies Denmark and the United States dating back to 1951 gives the U.S. military rights over the Thule Air Base in northern Greenland. After Trump cancelled his planned meeting with his Danish counterpart in August, Greenland’s foreign minister Ane Lone Bagger told Reuters: ""We are open for business, but we're not for sale."" (Reporting By Noah Browning; Editing by Giles Elgood)"	greenland: 0.6286001566171059; denmark: 0.24990698097070102; mineral: 0.2235086059088312; fannon: 0.17143640635011975; survey: 0.1393038553907001; resource: 0.12944739819987064; endowment: 0.11429093756674652; arctic: 0.11429093756674652; aerial: 0.11429093756674652; browning: 0.11429093756674652
tag:reuters.com,2019:newsml_L5N26V6DR	"By Nellie Peyton NEW YORK, Oct 10 (Thomson Reuters Foundation) - Major chocolate companies such as Godiva, Lindt and Hershey are failing to keep child labor out of their supply chains, according to a new ranking by activists released on Thursday. Godiva was rated the worst, followed by Ferrero and Mondalez on a scorecard of efforts to reduce child labor and deforestation published by the activist group Green America. Mars and Nestle were rated slightly better than Lindt and Hershey, while seven smaller companies received the best grade, including Alter Eco, Divine and Tony's Chocolonely. Most of the world's cocoa is grown by poor family farmers in the West African countries of Ghana and Ivory Coast, where an estimated 1.6 million children work in the industry. While companies are making efforts to fix the problem, Green America said it is too early to see results for some, while others received low grades for lack of transparency. ""This Halloween and every day, children should be able to enjoy candies that aren't made by child laborers,"" said Charlotte Tate, Green America's labor justice manager. ""Big brands must do more to tackle these issues, and buying ethically sourced chocolate is one way for consumers to put pressure on brands to change their practices,"" she said. Godiva, which received the worst ranking, said it purchases cocoa through third parties which put it at a scoring disadvantage. ""We ensure ethical sourcing through agreements with our suppliers to comply with our GODIVA Code of Conduct, which explicitly prohibits the use of forced and child labor,"" a company spokeswoman said in an email. Other companies did not immediately respond to requests for comment. Most major chocolate companies are working to increase the proportion of their cocoa that is certified as ethical by groups such as Fair Trade and Rainforest Alliance, or through their own certification programs. Many have the goal of sourcing 100% certified cocoa by 2020. But Green America said buying certified cocoa is not enough, citing other issues such as whether companies had initiatives to support communities and raise farmers' incomes. Most cocoa farming families live below the World Bank's poverty line of $2 a day, fuelling child labor, according to the charity International Cocoa Initiative (ICI). Ghana and Ivory Coast on Thursday said that cocoa companies were too focused on their own sustainability plans versus a payment plan called the living income differential (LID), which the countries introduced this year to ease farmer poverty. ""The two countries (are) therefore re-examining all sustainability and certification programs for the 2019/20 season,"" they said in a joint statement.  (Reporting by Nellie Peyton; Editing by Chris Michaud. Please credit the Thomson Reuters Foundation, the charitable arm of Thomson Reuters, that covers humanitarian news, women's and LGBT+ rights, human trafficking, property rights, and climate change. Visit http://news.trust.org)"	cocoa: 0.4374585468521317; godiva: 0.24765545687891793; company: 0.21719405296101646; labor: 0.21192755273575067; child_labor: 0.20941712229472684; chocolate: 0.18574159265918846; child: 0.17374853186104613; pron: 0.13958811963401696; green: 0.13904089214651588; america: 0.13066657062671913
